# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_truncation	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_upstream_gene_variant
IV00_00028285	IV00_00028285	IV00_00028285-RA	protein_coding	0	0	0	7	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	4
IV00_00028286	IV00_00028286	IV00_00028286-RA	protein_coding	1	0	0	11	0	0	0	0	0	0	0	4	0	1	1	0	0	1	1	0	0	0	0	7
IV00_00028289	IV00_00028289	IV00_00028289-RA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
IV00_00028291	IV00_00028291	IV00_00028291-RA	protein_coding	0	0	0	10	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	3
IV00_00028292	IV00_00028292	IV00_00028292-RA	protein_coding	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
IV00_00028300	IV00_00028300	IV00_00028300-RA	protein_coding	0	0	0	10	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2
IV00_00028302	IV00_00028302	IV00_00028302-RA	protein_coding	0	0	0	15	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	7
IV00_00028303	IV00_00028303	IV00_00028303-RA	protein_coding	0	0	0	11	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	8
IV00_00028305	IV00_00028305	IV00_00028305-RA	protein_coding	0	0	3	11	0	0	0	0	2	0	1	7	0	0	1	0	0	0	0	0	0	0	0	3
IV00_00028306	IV00_00028306	IV00_00028306-RA	protein_coding	0	0	0	24	0	0	0	0	0	0	0	6	0	0	14	0	0	0	0	0	0	0	0	4
IV00_00028310	IV00_00028310	IV00_00028310-RA	protein_coding	0	0	0	29	0	0	0	0	0	0	0	10	0	0	4	0	0	0	0	0	0	0	0	15
IV00_00028311	IV00_00028311	IV00_00028311-RA	protein_coding	0	0	1	14	0	0	0	0	0	1	0	3	0	0	3	0	0	0	0	0	0	0	0	8
IV00_00028312	IV00_00028312	IV00_00028312-RA	protein_coding	1	0	0	9	0	0	0	0	0	0	0	5	0	1	2	0	0	0	0	0	0	0	0	2
IV00_00028314	IV00_00028314	IV00_00028314-RA	protein_coding	2	0	0	20	0	0	0	0	0	0	0	6	0	2	13	0	0	0	0	0	0	0	0	1
IV00_00028317	IV00_00028317	IV00_00028317-RA	protein_coding	0	0	3	14	0	0	0	1	0	2	0	3	0	0	5	0	0	0	0	0	0	0	0	6
IV00_00028318	IV00_00028318	IV00_00028318-RA	protein_coding	0	0	0	16	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	9
IV00_00028320	IV00_00028320	IV00_00028320-RA	protein_coding	0	0	0	23	0	0	0	0	0	0	0	3	0	0	11	0	0	0	0	0	0	0	0	9
IV00_00028321	IV00_00028321	IV00_00028321-RA	protein_coding	0	0	0	15	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13
IV00_00028322	IV00_00028322	IV00_00028322-RA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
IV00_00028323	IV00_00028323	IV00_00028323-RA	protein_coding	0	0	0	9	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	2
IV00_00028324	IV00_00028324	IV00_00028324-RA	protein_coding	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
IV00_00028326	IV00_00028326	IV00_00028326-RA	protein_coding	0	0	0	26	0	0	0	0	0	0	0	9	0	0	10	0	0	0	0	0	0	0	0	7
IV00_00028332	IV00_00028332	IV00_00028332-RA	protein_coding	0	0	0	25	0	0	0	0	0	0	0	8	0	0	10	0	0	0	0	0	0	0	0	7
IV00_00028336	IV00_00028336	IV00_00028336-RA	protein_coding	0	0	0	25	0	0	0	0	0	0	0	12	0	0	6	0	0	0	0	0	0	0	0	7
IV00_00028338	IV00_00028338	IV00_00028338-RA	protein_coding	5	2	1	18	0	0	0	1	0	1	0	5	0	4	5	0	1	0	3	0	0	0	0	11
IV00_00028339	IV00_00028339	IV00_00028339-RA	protein_coding	1	0	0	31	0	0	0	0	0	0	0	23	0	1	0	0	0	0	0	0	0	0	0	8
IV00_00028340	IV00_00028340	IV00_00028340-RA	protein_coding	1	0	2	13	0	0	0	1	0	1	0	7	0	1	0	0	0	0	0	0	0	0	0	6
IV00_00028342	IV00_00028342	IV00_00028342-RA	protein_coding	0	0	0	40	0	0	0	0	0	0	0	14	0	0	12	0	0	0	0	0	0	0	0	14
IV00_00028343	IV00_00028343	IV00_00028343-RA	protein_coding	0	0	0	35	0	0	0	0	0	0	0	17	0	0	7	0	0	0	0	0	0	0	0	11
IV00_00028344	IV00_00028344	IV00_00028344-RA	protein_coding	0	0	0	34	3	0	1	0	0	0	0	4	0	0	14	0	0	0	0	0	0	0	0	12
IV00_00028345	IV00_00028345	IV00_00028345-RA	protein_coding	0	0	0	64	0	0	0	0	0	0	0	9	0	0	38	0	0	0	0	0	0	0	0	17
IV00_00029124	IV00_00029124	IV00_00029124-RA	protein_coding	0	0	0	75	0	0	0	0	0	0	0	26	0	0	49	0	0	0	0	0	0	0	0	0
IV00_00029125	IV00_00029125	IV00_00029125-RA	protein_coding	0	0	0	59	0	0	0	0	0	0	0	19	0	0	2	0	0	0	0	0	0	0	0	38
IV00_00029127	IV00_00029127	IV00_00029127-RA	protein_coding	0	0	0	32	0	0	0	0	0	0	0	10	0	0	13	0	0	0	0	0	0	0	0	9
IV00_00029136	IV00_00029136	IV00_00029136-RA	protein_coding	0	0	0	86	2	0	0	0	0	0	0	25	0	0	46	0	0	0	0	0	0	0	0	13
IV00_00029138	IV00_00029138	IV00_00029138-RA	protein_coding	0	0	0	98	3	0	0	0	0	0	0	17	0	0	64	0	0	0	0	0	0	0	0	14
IV00_00029142	IV00_00029142	IV00_00029142-RA	protein_coding	0	0	0	70	0	0	0	0	0	0	0	24	0	0	16	0	0	0	0	0	0	0	0	30
IV00_00029147	IV00_00029147	IV00_00029147-RA	protein_coding	0	0	0	79	0	0	0	0	0	0	0	17	0	0	26	0	0	0	0	0	0	0	0	36
IV00_00029149	IV00_00029149	IV00_00029149-RA	protein_coding	0	0	0	76	0	0	0	0	0	0	0	19	0	0	19	0	0	0	0	0	0	0	0	38
IV00_00029152	IV00_00029152	IV00_00029152-RA	protein_coding	0	0	0	111	0	0	0	0	0	0	0	28	0	0	24	0	0	0	0	0	0	0	0	59
IV00_00029153	IV00_00029153	IV00_00029153-RA	protein_coding	0	1	0	105	0	0	0	0	0	0	0	10	0	0	75	0	0	0	1	0	0	0	0	21
IV00_00029155	IV00_00029155	IV00_00029155-RA	protein_coding	1	1	0	70	0	0	0	0	0	0	0	35	0	1	15	0	0	0	1	0	0	0	0	21
IV00_00029156	IV00_00029156	IV00_00029156-RA	protein_coding	1	0	0	64	0	0	0	0	0	0	0	26	0	1	25	0	0	0	1	0	0	1	0	13
IV00_00029166	IV00_00029166	IV00_00029166-RA	protein_coding	0	0	0	101	0	0	0	0	0	0	0	25	0	0	56	0	0	0	0	0	0	0	0	20
IV00_00029170	IV00_00029170	IV00_00029170-RA	protein_coding	0	0	1	41	0	0	0	0	0	1	0	13	0	0	6	0	0	0	0	0	0	0	0	22
IV00_00029171	IV00_00029171	IV00_00029171-RA	protein_coding	2	0	0	42	0	0	0	0	0	0	0	13	0	2	0	0	0	0	0	0	0	0	0	29
IV00_00029176	IV00_00029176	IV00_00029176-RA	protein_coding	0	1	0	74	0	0	0	0	0	0	0	28	0	0	16	0	0	0	1	0	0	0	0	31
IV00_00029177	IV00_00029177	IV00_00029177-RA	protein_coding	0	0	0	50	0	0	0	0	0	0	0	9	0	0	10	0	0	0	0	0	0	0	0	31
IV00_00029178	IV00_00029178	IV00_00029178-RA	protein_coding	0	0	0	40	1	0	0	0	0	0	0	22	0	0	8	0	0	0	0	0	0	0	0	9
IV00_00029179	IV00_00029179	IV00_00029179-RA	protein_coding	0	0	0	47	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	25
IV00_00029181	IV00_00029181	IV00_00029181-RA	protein_coding	1	2	1	86	0	0	0	0	0	0	1	25	0	1	34	0	0	0	2	0	0	0	0	29
IV00_00029182	IV00_00029182	IV00_00029182-RA	protein_coding	0	0	0	85	0	0	0	0	0	0	0	23	0	0	36	0	0	0	0	0	0	0	0	26
IV00_00029183	IV00_00029183	IV00_00029183-RA	protein_coding	0	0	0	162	2	0	0	0	0	0	0	44	0	0	91	0	0	0	0	0	0	0	0	25
IV00_00029185	IV00_00029185	IV00_00029185-RA	protein_coding	0	0	0	84	4	0	0	0	0	0	0	52	0	0	8	0	0	0	0	0	0	0	0	20
IV00_00029186	IV00_00029186	IV00_00029186-RA	protein_coding	2	3	0	210	0	0	0	0	0	0	0	68	0	2	105	0	0	0	3	0	0	0	0	40
IV00_00029189	IV00_00029189	IV00_00029189-RA	protein_coding	0	1	0	109	0	0	0	0	0	0	0	37	0	0	53	0	0	0	1	0	0	0	0	20
IV00_00029190	IV00_00029190	IV00_00029190-RA	protein_coding	0	0	1	195	0	0	0	1	0	0	0	19	0	0	140	0	0	0	0	0	0	0	0	36
IV00_00029194	IV00_00029194	IV00_00029194-RA	protein_coding	0	0	0	71	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	21
IV00_00029200	IV00_00029200	IV00_00029200-RA	protein_coding	0	0	0	53	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	29
IV00_00029203	IV00_00029203	IV00_00029203-RA	protein_coding	1	0	0	51	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	0	0	35
IV00_00029205	IV00_00029205	IV00_00029205-RA	protein_coding	0	0	0	52	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	20
IV00_00029206	IV00_00029206	IV00_00029206-RA	protein_coding	0	0	0	59	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	33
IV00_00029208	IV00_00029208	IV00_00029208-RA	protein_coding	0	0	0	93	0	0	0	0	0	0	0	23	0	0	34	0	0	0	0	0	0	0	0	36
IV00_00029214	IV00_00029214	IV00_00029214-RA	protein_coding	0	1	0	76	0	0	0	0	0	0	0	7	0	0	37	0	0	0	1	0	0	0	0	33
IV00_00029218	IV00_00029218	IV00_00029218-RA	protein_coding	0	0	0	75	20	0	0	0	0	0	0	14	0	0	24	0	0	0	0	0	0	0	0	17
IV00_00029220	IV00_00029220	IV00_00029220-RA	protein_coding	0	0	0	41	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	17
IV00_00029225	IV00_00029225	IV00_00029225-RA	protein_coding	0	0	0	43	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	28
IV00_00029225	IV00_00029225	IV00_00029225-RB	protein_coding	1	1	0	267	0	0	0	0	0	0	0	20	0	1	217	0	1	0	2	0	0	0	0	32
IV00_00029230	IV00_00029230	IV00_00029230-RA	protein_coding	3	0	0	95	8	0	0	0	0	0	0	28	0	3	36	0	0	0	0	0	0	0	0	23
IV00_00029233	IV00_00029233	IV00_00029233-RA	protein_coding	1	0	0	90	0	0	0	0	0	0	0	35	0	1	24	0	0	0	0	0	0	0	0	31
IV00_00029341	IV00_00029341	IV00_00029341-RA	protein_coding	0	0	1	216	0	0	0	1	0	0	0	17	0	0	155	0	0	0	0	0	0	0	0	44
IV00_00029374	IV00_00029374	IV00_00029374-RA	protein_coding	1	2	0	203	3	0	0	0	0	0	0	26	0	1	137	0	0	0	2	0	0	0	0	38
IV00_00029414	IV00_00029414	IV00_00029414-RA	protein_coding	1	0	1	45	0	0	0	0	0	1	0	30	0	1	3	0	0	0	0	0	0	0	0	12
IV00_00029415	IV00_00029415	IV00_00029415-RA	protein_coding	0	0	0	63	0	0	0	0	0	0	0	27	0	0	19	0	0	0	0	0	0	0	0	17
IV00_00029416	IV00_00029416	IV00_00029416-RA	protein_coding	0	4	0	71	3	0	0	0	0	0	0	15	0	0	22	0	0	0	4	0	0	0	0	34
IV00_00029417	IV00_00029417	IV00_00029417-RA	protein_coding	8	0	3	52	0	0	0	2	0	0	1	27	0	8	0	0	0	0	0	0	0	0	0	25
IV00_00029418	IV00_00029418	IV00_00029418-RA	protein_coding	0	0	0	89	0	0	0	0	0	0	0	51	0	0	6	0	0	0	0	0	0	0	0	32
IV00_00029419	IV00_00029419	IV00_00029419-RA	protein_coding	1	2	0	103	0	0	0	0	0	0	0	33	0	1	53	0	0	0	2	0	0	0	0	19
IV00_00029420	IV00_00029420	IV00_00029420-RA	protein_coding	0	0	0	49	0	0	0	0	0	0	0	35	0	0	4	0	0	0	0	0	0	0	0	10
IV00_00029421	IV00_00029421	IV00_00029421-RA	protein_coding	0	0	1	59	2	0	0	0	0	0	1	21	0	0	24	0	0	0	0	0	0	0	0	12
IV00_00029422	IV00_00029422	IV00_00029422-RA	protein_coding	1	1	0	57	0	0	0	0	0	0	0	27	0	1	8	0	0	0	1	0	0	0	0	23
IV00_00029423	IV00_00029423	IV00_00029423-RA	protein_coding	0	0	0	57	0	0	0	0	0	0	0	21	0	0	8	0	0	0	0	0	0	0	0	28
IV00_00029424	IV00_00029424	IV00_00029424-RA	protein_coding	0	2	0	282	1	0	0	0	0	0	0	33	0	0	208	0	0	0	2	0	0	0	0	42
IV00_00029426	IV00_00029426	IV00_00029426-RA	protein_coding	5	0	0	70	0	0	0	0	0	0	0	43	0	5	0	0	0	0	0	0	0	0	0	27
IV00_00029431	IV00_00029431	IV00_00029431-RA	protein_coding	1	1	0	102	0	0	0	0	0	0	0	21	0	1	42	0	0	0	1	0	0	0	0	40
IV00_00029437	IV00_00029437	IV00_00029437-RA	protein_coding	0	0	0	132	0	0	0	0	0	0	0	37	0	0	65	0	0	0	0	0	0	0	0	30
IV00_00029471	IV00_00029471	IV00_00029471-RA	protein_coding	0	0	0	32	0	0	0	0	0	0	0	16	0	0	6	0	0	0	0	0	0	0	0	10
IV00_00029480	IV00_00029480	IV00_00029480-RA	protein_coding	0	1	0	79	0	0	0	0	0	0	0	33	0	0	33	0	0	0	1	0	0	0	0	14
IV00_00029482	IV00_00029482	IV00_00029482-RA	protein_coding	0	0	0	49	0	0	0	0	0	0	0	17	0	0	15	0	0	0	0	0	0	0	0	17
IV00_00029488	IV00_00029488	IV00_00029488-RA	protein_coding	0	0	0	53	0	0	0	0	0	0	0	31	0	0	6	0	0	0	0	0	0	0	0	16
IV00_00029489	IV00_00029489	IV00_00029489-RA	protein_coding	0	0	0	42	0	0	0	0	0	0	0	23	0	0	12	0	0	0	0	0	0	0	0	7
IV00_00029493	IV00_00029493	IV00_00029493-RA	protein_coding	0	0	0	43	0	0	0	0	0	0	0	21	0	0	1	0	0	0	0	0	0	0	0	21
IV00_00029494	IV00_00029494	IV00_00029494-RA	protein_coding	0	0	0	64	3	0	0	0	0	0	0	29	0	0	22	0	0	0	0	0	0	0	0	10
IV00_00029496	IV00_00029496	IV00_00029496-RA	protein_coding	0	0	0	21	0	0	0	0	0	0	0	11	0	0	4	0	0	0	0	0	0	0	0	6
IV00_00029502	IV00_00029502	IV00_00029502-RA	protein_coding	1	0	0	7	0	0	0	0	0	0	0	5	0	1	1	0	0	0	0	0	0	0	0	1
IV00_00029524	IV00_00029524	IV00_00029524-RA	protein_coding	0	0	0	20	0	0	0	0	0	0	0	6	0	0	14	0	0	0	0	0	0	0	0	0
IV00_00029830	IV00_00029830	IV00_00029830-RA	protein_coding	0	0	0	221	0	0	0	0	0	0	0	58	0	0	0	130	0	0	0	0	0	0	0	33
IV00_00029830	IV00_00029830	IV00_00029830-RB	protein_coding	1	1	0	189	0	0	0	0	0	0	0	32	0	1	115	0	0	0	1	0	0	0	0	43
IV00_00029831	IV00_00029831	IV00_00029831-RA	protein_coding	3	2	0	377	0	0	0	0	0	0	0	53	0	3	297	0	0	0	2	0	0	0	0	29
IV00_00029838	IV00_00029838	IV00_00029838-RA	protein_coding	0	0	0	326	0	0	0	0	0	0	0	18	0	0	262	0	0	0	0	0	0	0	0	46
IV00_00029840	IV00_00029840	IV00_00029840-RA	protein_coding	0	0	0	154	22	0	0	0	0	0	0	42	0	0	59	0	0	0	0	0	0	0	0	31
IV00_00029842	IV00_00029842	IV00_00029842-RA	protein_coding	0	0	0	92	0	0	0	0	0	0	0	23	0	0	0	35	0	0	0	0	0	0	0	34
IV00_00029842	IV00_00029842	IV00_00029842-RB	protein_coding	0	2	0	93	19	0	0	0	0	0	0	32	0	0	12	0	0	0	2	0	0	0	0	32
IV00_00029843	IV00_00029843	IV00_00029843-RA	protein_coding	0	0	0	98	0	0	0	0	0	0	0	23	0	0	25	0	0	0	0	0	0	0	0	50
IV00_00029844	IV00_00029844	IV00_00029844-RA	protein_coding	0	0	0	139	8	0	0	0	0	0	0	38	0	0	51	0	0	0	0	0	0	0	0	42
IV00_00029847	IV00_00029847	IV00_00029847-RA	protein_coding	0	1	0	141	0	0	0	0	0	0	0	30	0	0	92	0	0	0	1	0	0	0	0	20
IV00_00029849	IV00_00029849	IV00_00029849-RA	protein_coding	0	0	0	72	0	0	0	0	0	0	0	11	0	0	17	0	0	0	0	0	0	0	0	44
IV00_00029853	IV00_00029853	IV00_00029853-RA	protein_coding	0	0	0	62	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	35
IV00_00029861	IV00_00029861	IV00_00029861-RA	protein_coding	0	0	0	92	0	0	0	0	0	0	0	19	0	0	38	0	0	0	0	0	0	0	0	35
IV00_00029863	IV00_00029863	IV00_00029863-RA	protein_coding	0	0	0	74	0	0	1	0	0	0	0	24	0	0	30	0	0	0	0	0	0	0	0	19
IV00_00029864	IV00_00029864	IV00_00029864-RA	protein_coding	0	0	0	100	0	0	0	0	0	0	0	24	0	0	35	0	0	0	0	0	0	0	0	41
IV00_00029868	IV00_00029868	IV00_00029868-RA	protein_coding	1	0	0	90	0	0	0	0	0	0	0	35	0	1	35	0	0	0	0	0	1	0	0	20
IV00_00029870	IV00_00029870	IV00_00029870-RA	protein_coding	1	1	0	138	7	0	0	0	0	0	0	26	0	0	73	0	0	1	1	0	0	0	0	34
IV00_00029878	IV00_00029878	IV00_00029878-RA	protein_coding	0	4	0	272	0	0	3	0	0	0	0	21	0	0	195	0	0	0	4	0	0	0	0	57
IV00_00029881	IV00_00029881	IV00_00029881-RA	protein_coding	0	1	0	209	0	0	0	0	0	0	0	57	0	0	121	0	0	0	1	0	0	0	0	32
IV00_00029890	IV00_00029890	IV00_00029890-RA	protein_coding	2	0	0	253	0	0	0	0	0	0	0	34	0	2	197	0	0	0	0	0	0	0	0	22
IV00_00029894	IV00_00029894	IV00_00029894-RA	protein_coding	0	0	0	66	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	28
IV00_00029901	IV00_00029901	IV00_00029901-RA	protein_coding	0	0	0	90	10	0	0	0	0	0	0	32	0	0	27	0	0	0	0	0	0	0	0	21
IV00_00029911	IV00_00029911	IV00_00029911-RA	protein_coding	0	0	0	103	0	0	0	0	0	0	0	15	0	0	57	0	0	0	0	0	0	0	0	31
IV00_00029929	IV00_00029929	IV00_00029929-RA	protein_coding	0	1	0	99	0	0	0	0	0	0	0	16	0	0	66	0	0	0	1	0	0	0	0	18
IV00_00030305	IV00_00030305	IV00_00030305-RA	protein_coding	16	1	8	113	0	0	0	1	3	3	1	27	0	16	63	0	0	0	1	0	0	0	0	24
IV00_00030307	IV00_00030307	IV00_00030307-RA	protein_coding	2	0	0	103	0	0	0	0	0	0	0	25	0	2	58	0	0	0	0	0	0	0	0	20
IV00_00030318	IV00_00030318	IV00_00030318-RA	protein_coding	8	0	2	55	0	0	0	0	0	1	2	18	0	7	8	0	0	0	0	0	1	1	0	29
IV00_00030322	IV00_00030322	IV00_00030322-RA	protein_coding	0	1	0	177	0	0	0	0	0	0	0	19	0	0	119	0	0	0	1	0	0	0	0	40
IV00_00030350	IV00_00030350	IV00_00030350-RA	protein_coding	0	0	0	102	0	0	0	0	0	0	0	31	0	0	50	0	0	0	0	0	0	0	0	21
IV00_00030351	IV00_00030351	IV00_00030351-RA	protein_coding	0	0	0	120	0	0	0	0	0	0	0	42	0	0	49	0	0	0	0	0	0	0	0	29
IV00_00030361	IV00_00030361	IV00_00030361-RA	protein_coding	0	0	0	81	0	0	0	0	0	0	0	45	0	0	20	0	0	0	0	0	0	0	0	16
IV00_00030364	IV00_00030364	IV00_00030364-RA	protein_coding	0	0	0	299	0	0	0	0	0	0	0	27	0	0	220	0	0	0	0	0	0	0	0	52
IV00_00030367	IV00_00030367	IV00_00030367-RA	protein_coding	0	1	0	65	0	0	0	0	0	0	0	24	0	0	14	0	0	0	1	0	0	0	0	28
IV00_00030368	IV00_00030368	IV00_00030368-RA	protein_coding	0	0	0	76	0	0	0	0	0	0	0	29	0	0	24	0	0	0	0	0	0	0	0	23
IV00_00030369	IV00_00030369	IV00_00030369-RA	protein_coding	0	1	0	77	0	0	0	0	0	0	0	8	0	0	42	0	0	0	1	0	0	0	0	28
IV00_00030370	IV00_00030370	IV00_00030370-RA	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
IV00_00030372	IV00_00030372	IV00_00030372-RA	protein_coding	0	0	0	90	0	0	0	0	0	0	0	33	0	0	54	0	0	0	0	0	0	0	0	3
IV00_00030373	IV00_00030373	IV00_00030373-RA	protein_coding	1	0	3	26	0	0	0	1	0	2	0	14	0	1	0	0	0	0	0	0	0	0	0	12
IV00_00030379	IV00_00030379	IV00_00030379-RA	protein_coding	0	0	0	37	0	0	0	0	0	0	0	6	0	0	10	0	0	0	0	0	0	0	0	21
IV00_00030379	IV00_00030379	IV00_00030379-RB	protein_coding	0	0	0	37	0	0	0	0	0	0	0	6	0	0	10	0	0	0	0	0	0	0	0	21
IV00_00030380	IV00_00030380	IV00_00030380-RA	protein_coding	2	0	0	17	0	0	0	0	0	0	0	10	0	2	2	0	0	0	0	0	0	1	0	5
IV00_00030381	IV00_00030381	IV00_00030381-RA	protein_coding	2	2	1	146	1	0	0	1	0	0	0	14	0	2	117	0	0	0	2	0	0	0	0	16
IV00_00030387	IV00_00030387	IV00_00030387-RA	protein_coding	0	0	0	47	1	0	0	0	0	0	0	14	0	0	15	0	0	0	0	0	0	0	0	17
IV00_00030388	IV00_00030388	IV00_00030388-RA	protein_coding	0	0	0	61	0	0	0	0	0	0	0	21	0	0	20	0	0	0	0	0	0	0	0	20
IV00_00030390	IV00_00030390	IV00_00030390-RA	protein_coding	1	0	0	89	0	0	0	0	0	0	0	24	0	1	38	0	0	0	0	0	0	0	0	27
IV00_00030391	IV00_00030391	IV00_00030391-RA	protein_coding	0	0	0	170	0	0	0	0	0	0	0	16	0	0	132	0	0	0	0	0	0	0	0	22
IV00_00030394	IV00_00030394	IV00_00030394-RA	protein_coding	0	0	0	140	0	0	0	0	0	0	0	23	0	0	81	0	0	0	0	0	0	0	0	36
IV00_00030394	IV00_00030394	IV00_00030394-RB	protein_coding	0	0	0	125	2	0	0	0	0	0	0	38	0	0	49	0	0	0	0	0	0	0	0	36
IV00_00030405	IV00_00030405	IV00_00030405-RA	protein_coding	0	0	0	67	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	26
IV00_00030412	IV00_00030412	IV00_00030412-RA	protein_coding	0	3	0	275	0	0	0	0	0	0	0	49	0	0	213	0	0	0	3	0	0	0	0	16
IV00_00030418	IV00_00030418	IV00_00030418-RA	protein_coding	0	0	0	79	0	0	0	0	0	0	0	43	0	0	13	0	0	0	0	0	0	0	0	23
IV00_00030419	IV00_00030419	IV00_00030419-RA	protein_coding	0	0	0	144	2	0	0	0	0	0	0	36	0	0	62	0	0	0	0	0	0	0	0	44
IV00_00030447	IV00_00030447	IV00_00030447-RA	protein_coding	0	0	0	78	0	0	0	0	0	0	0	24	0	0	31	0	0	0	0	0	0	0	0	23
IV00_00030453	IV00_00030453	IV00_00030453-RA	protein_coding	3	0	1	70	0	0	0	0	0	0	1	43	0	3	4	0	0	0	0	0	0	0	0	23
IV00_00030459	IV00_00030459	IV00_00030459-RA	protein_coding	0	0	0	37	0	0	0	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	16
IV00_00030461	IV00_00030461	IV00_00030461-RA	protein_coding	0	0	0	59	0	0	0	0	0	0	0	17	0	0	9	0	0	0	0	0	0	0	0	33
IV00_00030463	IV00_00030463	IV00_00030463-RA	protein_coding	0	0	0	64	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	5
IV00_00030464	IV00_00030464	IV00_00030464-RA	protein_coding	0	0	0	52	0	0	0	0	0	0	0	5	0	0	9	0	0	0	0	0	0	0	0	38
IV00_00030466	IV00_00030466	IV00_00030466-RA	protein_coding	0	0	0	48	0	0	0	0	0	0	0	42	0	0	1	0	0	0	0	0	0	0	0	5
IV00_00030491	IV00_00030491	IV00_00030491-RA	protein_coding	0	0	0	45	0	0	0	0	0	0	0	20	0	0	6	0	0	0	0	0	0	0	0	19
IV00_00030502	IV00_00030502	IV00_00030502-RA	protein_coding	0	0	0	66	1	0	0	0	0	0	0	36	0	0	15	0	0	0	0	0	0	0	0	14
IV00_00030505	IV00_00030505	IV00_00030505-RA	protein_coding	0	0	0	76	0	0	0	0	0	0	0	20	0	0	31	0	0	0	0	0	0	0	0	25
IV00_00030515	IV00_00030515	IV00_00030515-RA	protein_coding	0	0	0	169	0	0	0	0	0	0	0	39	0	0	119	0	0	0	0	0	0	0	0	11
IV00_00030515	IV00_00030515	IV00_00030515-RB	protein_coding	0	0	0	169	0	0	0	0	0	0	0	39	0	0	119	0	0	0	0	0	0	0	0	11
IV00_00030518	IV00_00030518	IV00_00030518-RA	protein_coding	0	0	0	132	8	0	0	0	0	0	0	34	0	0	47	0	0	0	0	0	0	0	0	43
IV00_00030520	IV00_00030520	IV00_00030520-RA	protein_coding	0	0	1	42	0	0	0	1	0	0	0	5	0	0	9	0	0	0	0	0	0	0	0	28
IV00_00030521	IV00_00030521	IV00_00030521-RA	protein_coding	0	0	1	47	0	0	0	0	1	0	0	11	0	0	4	0	0	0	0	0	0	0	0	32
IV00_00030537	IV00_00030537	IV00_00030537-RA	protein_coding	1	0	0	109	0	0	0	0	0	0	0	14	0	1	73	0	0	0	0	0	0	0	0	22
IV00_00030547	IV00_00030547	IV00_00030547-RA	protein_coding	0	0	0	57	0	0	0	0	0	0	0	11	0	0	12	0	0	0	0	0	0	0	0	34
IV00_00030547	IV00_00030547	IV00_00030547-RB	protein_coding	0	0	0	71	0	0	0	0	0	0	0	11	0	0	27	0	0	0	0	0	0	0	0	33
IV00_00030565	IV00_00030565	IV00_00030565-RA	protein_coding	5	2	2	645	0	0	0	0	1	1	0	11	0	5	614	0	0	0	2	0	0	0	0	22
